Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Engineer,$117K-$140K (Glassdoor est.),"As a Data Engineer, you will have the unique opportunity to curate and organize data for a program advancing state-of-the-art modeling and prediction capabilities. This aim of this program is to discover and curate data as well as develop and curate synthetic data. Then, we will develop machine learning (ML) models and training pipelines to detect and discern features in scenes. Finally, we will inject obfuscations into the data to fool the models.
Our delivery teams are driven to explore new ideas and technology, and care deeply about collaboration, feedback, and iteration. We follow SAFe agile practices, embrace the Ops ethos (DataOps/DevSecOps/MLOps) to “automate-first”, use modern tech stacks, and constantly challenge each other to grow and improve.
If cutting edge data science projects resonate with you, and you care deeply about joining a mission-driven company with a strong growth direction and diverse culture, we'd love to learn more about you. Check out the details below, and let’s connect.

Technical members of our solutions teams require little guidance, but love to learn, collaborate, and problem solve. This position requires a mid to senior level of experience, a passion for mission support, and a strong desire to solve our customers’ hardest technical and data challenges.
The Data Engineer will be responsible for the following:
Assess, transform, organize, and optimize data for use by machine learning algorithms
Generating representative data sets for systems development and data science initiatives
Build data pipelines that enables data scientists and engineers and other stakeholders

Requirements
TS/SCI clearance required
4+ years of experience designing data models and data warehouses supporting analytics, using both relational and non-relational distributed data storage systems
Demonstrated experience building and maintaining ETL pipelines. Bonus points for experience with Apache Beam
Demonstrated experience working with Synthetic Aperture Radar (SAR) data
Demonstrated experience with large-scale distributed processing
Experience building data pipelines in ML frameworks. Kubeflow experience is desired
Experience working in a fast-paced agile environment is a plus
Familiarity with machine and deep learning libraries such as Scikit-learn and PyTorch.
Experience in a high-level programing language, such as Java, Python or GoLang
Demonstrated proficiency with Git version control systems
Experience working in Linux environments
We're looking for a motivated Data Engineer eager to advance not only your professional career, but also the missions of our Intelligence and Defense communities. At NT Concepts, you'll be able to:
Meaningfully impact the company's growth, and share in the rewards accordingly
Develop your own career path through our What’s Next program, which emphasizes person growth through training and certification
Work on programs of importance that directly impact National Security and the world
Work in a fun, “challenging yet rewarding” fast-paced environment

#CJ",3.3,"NT Concepts
3.3","Chantilly, VA","Vienna, VA",501 to 1000 employees,1998,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Data Engineer,$117K-$140K (Glassdoor est.),"Group O is seeking a strong candidate with advanced analytics experience to fill an exciting Data Engineer role for an AI partner to Fortune 500 companies. In this role, you will be a valuable in managing large amounts of data and implement loading disparate data sets while managing the technical communication between the team and client.

Implementation including loading from disparate data sets, preprocessing using Hive and Pig.
Manage the technical communication between the team and client
Work with big data team to deliver cutting edge solutions

2-5 years of demonstrable experience designing technological solutions to complex data problems, developing & testing modular, reusable, efficient and scalable code to implement those solutions.
Ideally, this would include work on the following technologies:
Proficiency in at least one of the following: R, C++ or Python (preferred). Scala knowledge a strong advantage.
Strong understanding and experience in distributed computing frameworks, particularly Apache Hadoop 2.0 (YARN; MR & HDFS) and associated technologies -- one or more of Hive, Sqoop, Avro, Flume, Oozie, Zookeeper, etc..
Hands-on experience with Apache Spark and its components (Streaming, SQL, MLLib) is a strong advantage.
Operating knowledge of cloud computing platforms (AWS, especially EMR, EC2, S3, SWF services and the AWS CLI)
Experience working within a Linux computing environment, and use of command line tools including knowledge of shell/Python scripting for automating common tasks
In addition, the ideal candidate would have great problem-solving skills, and the ability & confidence to hack their way out of tight corners.
Education:
Bachelor's degree in Computer Science or related technical degree",3.3,"Group O
3.3","San Antonio, TX","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1
Data Scientist,$117K-$140K (Glassdoor est.),"Company Description:

Quartet is a pioneering healthcare technology company striving to improve the lives of people with mental health conditions. We connect people to a personalized care team to get them the right care at the right time. Our collaborative technology platform and range of services brings together physicians, mental health providers, and insurance companies to effectively improve patient outcomes and drive down healthcare costs. Backed by $153MM in venture funding from top investors like Oak HC/FT, GV (formerly Google Ventures), F-Prime Capital Partners, Polaris Partners, Centene Corporation and Echo Ventures. Quartet is headquartered in NYC and is currently operating in several markets across the United States Pennsylvania, Washington, Northern California, New Jersey, North Carolina, Louisiana, and Illinois.

About the team & opportunity:

As a Data Scientist at Quartet, you will work on a range of projects -- developing statistical analyses to study impact of Quartet interventions; predicting mental health needs among populations; building machine learning models to suggest timely and appropriate behavioral health care interventions for patients. You'll develop a deep understanding of Quartet interventions and the predictive models and algorithms.

You will design and develop effective models, features, and algorithms involving multiple datasets, including user activity, Electronic Health Records (EHR), admissions, discharges and transfers (ADT), medical claims, pharmacy claims, and lab test claims. Leverages knowledge of computer science, machine learning, data mining and software architecture to build high-quality data products. Supports the design of Quartet products, including: an entity resolution and de-duplication library for linking patients and providers data, which is collected from multiple sources; a machine learning application for the detection of opioid use disorder in patients using supervised learning and deep learning; and an optical mark recognition (OMR) computer vision application for transcribing paper assessments.

Accountabilities:
Research and develop machine-learning and statistical models in Quartet Health's platform to improve software personalization and recommendations for users
Drives a data-informed process for experimenting with new products to improve patient outcomes and operational efficiency.
Performing ML research, exploratory data analysis, and computer-vision modeling; developing model evaluation and online maintenance methodologies, including confidence estimation, calibration, and concept drift
Develop general-purpose frameworks to support machine learning applications in production.
Minimum Qualifications:
2-3 years experience as a data scientist.
Formal training in statistics and computer science.
Knowledge of mathematical fundamentals: probability theory, linear algebra and statistics.
Strong data transformation and extraction skills with SQL databases.
Strong statistical programming skills in both Python and R.
Comfort/self-sufficiency with Amazon Web Services infrastructure.
Comfort/self-sufficiency with Linux command line.
Comfort/self-sufficiency with git for version control.
Ability to work on projects from initial to final phase- beginning by defining a problem, developing an implementation plan, and overseeing deployment and maintenance.
Ability to clearly communicate across disciplines and work collaboratively.
Experience with any of the following: Docker, TensorFlow, Keras, Numpy, Scipy, Pandas, Gensim, Scikit-learn, NLKT, Jupyter
Employee Benefits for Quartet include: Unlimited vacation, volunteer opportunities, catered lunches, snacks, team events and outings, mental healthcare coverage of 15 free therapy sessions + unlimited copay reimbursements, medical, dental + vision coverage, generous parental leave, commuter benefits, 401K, stock option grants, gym benefits.

Want to know what Quartet life is like? Click here to meet our team.

Quartet is committed to building a diverse team and fostering an inclusive culture, and is proud to be an equal opportunity employer. We embrace and encourage our employees' differences in race, religion, color, national origin, gender, family status, sexual orientation, gender identity, gender expression, age, veteran status, disability, pregnancy, medical conditions, and other characteristics. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Quartet does not accept unsolicited headhunter and agency resumes. Quartet will not pay fees to any third-party agency or company that does not have a signed agreement with Quartet.

Please note: Quartet interview requests and job offers only originate from quartethealth.com email addresses (e.g. jsmith@quartethealth.com). Quartet will also never ask for bank information (e.g. account and routing number), social security numbers, passwords, or other sensitive information to be delivered via email. If you receive a scam email or wish to report a security issue involving Quartet, please notify us at: security@quartethealth.com.

Have someone to refer? Email talent@quartethealth.com to submit their details to us.",3.9,"Quartet Health
3.9","New York, NY","New York, NY",201 to 500 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Business Intelligence Analyst,$117K-$140K (Glassdoor est.),"Rethink what’s possible with SwitchThink! SwitchThink Solutions is an IT Services CUSO from Desert Financial.
As a collaborative partner for innovation, SwitchThink Solutions offers technology solutions that help credit unions achieve their transformational goals. Our knowledgeable development, infrastructure, and IT operations experts work hand-in-hand with our clients to maximize the benefits of their technology and speed their results.
Who you are:
A hardworking analyst with a flair for consulting with and supporting client with their enterprise reporting, data integration, and data analytic needs, including the development of dashboards. You are motivated by the opportunity to work closely with clients to analyze and interpret data in support of identifying market and business trends, conduct root cause analyses of business problems and provide strategic suggestions for improvement. You are a proactive thinker that is focused on identifying services and solutions that can enhance the offering we present to clients.
A typical week might include the following:
Consulting with clients to understand their unique business problems, then with the utilization data recommending solutions that will ultimately assist in solving the business problem by defining data/reporting requirements and goals.
Designing and developing solutions that enable clients to make decisions based on data utilizing dashboards and self-service analytical reports
Providing support with troubleshooting and resolving reporting, data warehouse and ETL related issues
Assisting in establishing best-practices and development of content that improve the efficiency and adoption of the data platform in ways that support strategic initiatives and drive business results.
Planning for future state of the environment to increase functionality, improve efficiencies, support refresh cycles, and/or reduce operational costs
Performing other job-related duties as assigned.
This role might be right for you if you have:
A Bachelor's Degree in computer science, math or related field
8+ years experience in business intelligence role
Strong understanding of relational database structures, theories, principals, and practices
Experience working with Talend or similar ETL tools
Visa Sponsorship:
We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas, i.e. H-1B or TN Visas.
Bonus Points:
5+ years of experience in a quantitative/analysis/reporting role within the Financial Services industry
5+ years building dashboards and reports in Power BI or similar platform
Experience working in a DB2 environment
Experience working with Python or another scripting language
About Us
We are considered leaders in the local credit union space, and we are growing like crazy. We’ve got a culture focused on smarts, kindness, continuous learning...and our people love it. A full 93% of our employees would recommend us to their friends. Come find out why! Learn more at jobs.desertfinancial.com.
We are proud to be an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
#IND456",3.2,"Desert Financial Credit Union
3.2","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1
Population Health Data Analyst,$117K-$140K (Glassdoor est.),"Job Summary

The Healthcare Intelligence Analyst employs advanced analytics to gain critical insights into member health drivers, product/program concepts and value propositions, operational effectiveness and efficiencies, member specific health gaps and needs. This position is responsible for obtaining data from various sources, understanding relevant differences between each data source and creating database structures and reports for analysis and possible production reporting. The Healthcare Intelligence Analyst provides analytics to support Blue Cross Blue Shield of North Dakota’s (BCBSND) initiatives around population health management, health care cost transformation and value-based programs.

Essential Functions
Mines for and integrates data from multiple, and varied sources, and applies business rules for the purpose of creating analytic data sets. Aggregates raw data from the data warehouse and other data sources and transforms into actionable formats. Performs statistical and data analyses through the manipulation of large data sets.
Develops and maintains databases and systems necessary for data analysis projects and data support functions. Develops and implements processes, documentation and other strategies to optimize statistical efficiency and data quality. Develops reports and visual outputs (e.g., tables, graphs, dashboards) that effectively communicate the analytical findings to stakeholders.
Researches and analyzes data to provide descriptive and predictive analytical insights. Develops necessary models and translates these outcomes into actionable solutions and programs for customers to build and/or improve programs and processes. Develops, formats and communicates results in a manner that meets the needs of stakeholders. Assists in identifying, compiling and providing key metrics in order to measure performance and guide improvement initiatives.
Partners with internal and external stakeholders to understand data needs and deliver insightful analytic solutions. Works closely with other divisions to develop methods to gather and extract appropriate, accurate and timely data. Proactively communicates with all stakeholders.
Provides assistance to various departments and management by recommending appropriate statistical analysis techniques for various projects. Assists other divisions within the company with statistical analysis, as necessary.
Knowledge, Skills and Abilities
Communication (Verbal/Written)

Intermediate
Business Acumen

Intermediate
Research and Data Analysis

Intermediate
Analytical Thinking

Intermediate
Business Analytics

Intermediate
Technical/Professional Knowledge and Skills

Intermediate

Education Requirements
Required: Bachelor's

Preferred: Master's
Field(s) of Study: Statistics, Economics, Mathematics or related field

Experience Requirements
Required: Minimum of 3 Years

Preferred: Minimum of 3 Years
Experience Details: Minimum of 3 years of statistical, data or population health analysis is required

Certification, Licensures& Registration Requirements
Title: N/A

State or Agency: N/A

Equivalent combination of education, experience or training determined to be acceptable by Human Resources may be substituted, unless regulated by contract or program standards

Other Information

Job Posting Policy

Employees new to Blue Cross Blue Shield of North Dakota are eligible to apply for positions within their assigned department after successfully completing 90-days in their role. For positions outside of their department, new employees should attain a minimum of six months of service before applying for a new role. Exceptions to this are acceptable, provided there is good business justification for making the move.

Equal Opportunity Employment

Equal Opportunity Employer of Minorities, Females, Protected Veterans and Individual with Disabilities, as well as Sexual Orientation or Gender Identity.

For questions, please emailcareers@bcbsnd.com

This job posting will be closed 8/7/2020 at 8:00AM CST. No further applications will be considered.",2.6,"Blue Cross Blue Shield of North Dakota
2.6","Fargo, ND","Fargo, ND",501 to 1000 employees,1940,Company - Private,Insurance Carriers,Insurance,Less than $1 million (USD),-1
Data Engineer,$117K-$140K (Glassdoor est.),"Building Bridges, Moving Ahead
Work hard. Play hard. Breathe Easy. That’s a nutshell description of the professionals who thrive at Resurgent. Regardless of their position, our people are ambitious and entrepreneurial, attracted to the fresh point-of-view of an evolving, growing company. They are personable and patient, attracted to the collaborative nature of our company. And they are centered, understanding the balance needed to achieve success at work and harmony at home.

As a Data Engineer, you will be responsible for all aspects of the software development lifecycle, including design, coding, integration testing, deployment and documentation. You will create and maintain new data applications relying heavily on experience and judgment to plan and accomplish goals. Prior experience designing and developing production solutions is expected.
Design & Develop custom data warehouse solutions that enable leadership and general users to make informed data driven decisions and address the high demand for data availability in the enterprise.
Responsible for creating work estimates, technical project plans, and implementation plans
Research emerging development technologies, products, and processes
Work collaboratively within an agile project team
Follow best practices and coding standards
Grow your personal skillset as well as the skills of the team

Qualifications/Skills:
Experience designing data warehouse solutions with strong working SQL knowledge
Knowledge of databases, data structures, data management, and data manipulation
Experience creating data models, and data pipelines for acquisition, cleansing, and integration
Proficient with Microsoft SQL Server
Experience with C# and/or PowerShell
Familiar with distributed architecture a plus
Demonstrated experience in IT concepts and practices
Understands and has used software development lifecycles
Experience working in a team-oriented, collaborative environment
Good communication skills with a customer support orientation
Excellent problem-solving skills
Familiar with application lifecycle management tools and source control

Additional Desired Skills:
SSIS or equivalent ETL tool
Azure / AWS
R or Python

Educational Requirements:
College degree preferred; or a combination of education and experience
We would be honored if you applied to join our team! We are an equal opportunity employer,offering a fantastic work environment, challenging career opportunities and competitive compensation.",4.4,"Resurgent Capital Services
4.4","Cincinnati, OH","Greenville, SC",201 to 500 employees,1998,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),-1
Data Analyst - Full Time,$117K-$140K (Glassdoor est.),"POSITION SUMMARY

Position provides clerical support by performing various administrative responsibilities such as scheduling meetings, taking meeting minutes, filing, maintaining files, collecting and analyzing data from multiple areas of the organization and transforming the data into visual results, and conducting special projects as assigned. This position manages highly sensitive and confidential information therefore position requires professionalism and discretion. Position requires the ability to manage multiple tasks and assignments simultaneously.

POSITION REQUIREMENTS

Minimum Education

• Two or more years supporting director/manager level staff preferred

• Minimum of associate’s degree preferred

Minimum Work Experience

• Minimum 2 years hospital or healthcare experience preferred.

• Dictation experience preferred

• Epic EMR experience preferred.

Competitive salary and benefit package, including:

• Health/Vision/Dental

• Flexible spending account

• 401K matching program after one year

• ETO

• Care Flight Membership

• Life Insurance Options

• UNUM supplemental insurance: short term and long term disability

• Nevada 529 college fund

• Many discounts with local companies

* ~ * PLEASE READ THE ATTACHED STANDARDS OF BEHAVIOR * ~*",3.9,"Carson Valley Medical Center
3.9","Gardnerville, NV","Gardnerville, NV",501 to 1000 employees,1993,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Data Scientist,$117K-$140K (Glassdoor est.),"Avant is a high growth financial technology company, dedicated to lowering the barriers of borrowing for all consumers. Since 2012, Avant has secured more than $4 billion in funding and connected customers to over $5 billion through 800,000 transactions and counting. Through big data and machine learning, Avant’s mission is to provide better access to responsible financial products. Avant has been featured in The Wall Street Journal, The New York Times, TechCrunch, Fortune, Bloomberg, and has raised over $600 million of equity capital. Visit www.avant.com, for more information.
What you do at Avant:
Work with stakeholders throughout the company to identify opportunities for leveraging company data and third-party vendor data to drive business solutions
Use predictive models to increase and optimize customer experience, revenue generation, direct mail targeting, fraud detection and other business outcomes
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies
Process, cleanse, and verify the integrity of data used for modeling and analysis
Develop machine learning models, select features, build and optimize classifiers using various machine learning techniques
Doing ad-hoc analysis and presenting results in a clear manner to Sr. Management
Coordinate with other functional teams to implement models and monitor outcomes
Develop and enhance processes and tools to monitor model performance and input data accuracy
Why you are a fit for Avant:
Bachelor's Degree in statistics, machine learning, computer science, econometrics, or other quantitative field
Prior experience in statistics and machine learning modeling techniques through coursework or professional experience
Expertise in at least one statistical programming language such as R or Python
Professional experience with relational databases such as Oracle, PostgresSQL, SQL Serve
Master’s Degree or PhD in statistics, machine learning, computer science, econometrics, or other quantitative field
Proven ability to communicate findings clearly to both technical and non-technical audiences
Expertise in machine learning theories and practices, including regression models, GLM, SVM and tree based models (e.g. Boosting, Random Forest)
Familiar with Object-Oriented Design (OOD) concept and functional programming
Prior experience in risk, marketing, or loss forecasting modeling
Why Avant is a fit for you:

At Avant, we believe our values make a difference:
We value, support, and help each other grow
We are committed to active inclusion and diversity
We are transparent and believe the best idea wins
We succeed when our customers succeed
We get sh!t done… responsibly
And we keep it fun!

We believe that ideas are more important than titles, everything is more fun together, everyone drives change, and everyone is an owner. While we believe the perks and benefits that we offer are terrific, nothing excites us more than having the ability to collaborate with intelligent, highly-motivated and talented people on challenging problems as we work to change the face of online lending.",3.1,"Avant
3.1","Chicago, IL","Chicago, IL",501 to 1000 employees,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,"OneMain Financial, World Finance"
Data Analyst,$117K-$140K (Glassdoor est.),"Software powers the world, and LaunchDarkly empowers all teams to deliver and control the best software. We serve hundreds of billions of feature flags daily, to help teams ship better software, faster and eliminate risk for companies big and small.

We're based in downtown Oakland and growing quickly. You'll help us tackle some of the most challenging engineering problems around, like how can we deliver feature flags to hundreds of millions of users in milliseconds without breaking the bank.

About the role:
We are looking for an experienced Data Analyst to join our team at LaunchDarkly. We are growing rapidly, and need reliable and efficient answers for questions that are key to our future. You'll help develop the data, process and insights to power our next stage of growth.

We are searching for a talented Analyst to help us understand business critical data and leverage it across the entire organization. If you are data curious, excited about digging deeply into business data, and motivated by having an impact on the whole company, we want to hear from you.
Responsibilities:
Help create a data practice for the entire company.
Help ensure a data pipeline that is trustworthy and reliable.
Work with stakeholders around the business to understand their needs.
Help stakeholders ask good questions and get valuable insights.
Help answer the business' most pressing questions in repeatable, reliable ways.
Build tools and teach people how to find answers to their own questions
Qualifications:
2 or more years of experience in a hands-on Data Analytics role
Experience conducting data intensive analysis.
A visceral need to dive into data inconsistencies to pinpoint issues.
Product- and market-awareness to jump in and quickly understand LaunchDarkly's position and goals.
Expertise in SQL and proficiency in another data programming language (Python, R, etc.).
You may also know (bonus skills):
Experience in both enterprise and consumer environments.
LaunchDarkly is a Feature Management Platform that serves hundreds of billions of feature flags daily to help software teams build better software, faster. Feature flagging is an industry standard methodology of wrapping a new or risky section of code or infrastructure change with a flag. Each flag can easily be turned off independent of code deployment (aka ""dark launching""). LaunchDarkly has SDKs for all major web and mobile platforms. We are building a diverse team so that we can offer robust products and services. Our team culture is dynamic, friendly, and supportive. Our headquarters are in Oakland.

At LaunchDarkly, we believe in the power of teams. We're building a team that is humble, open, collaborative, respectful and kind. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, gender identity, sexual orientation, age, marital status, veteran status, or disability status.

LaunchDarkly offers:
Full Medical, Dental & Vision insurance
Unlimited vacation
Flexible schedule & work environment
Conference & meetups as an opportunity for everyone
A yearly education stipend for conferences and classes on your own
A budget to personalize your work station",5.0,"LaunchDarkly
5.0","Oakland, CA","Oakland, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Analyst,$117K-$140K (Glassdoor est.),"Big Huge Games is looking for a qualified Data Analyst to help provide data insights to our games teams and upcoming BHG titles to assist them in making successful strategic and game direction decisions. This role works closely with our Product and Design teams to structure quantitative questions, gather player data, employ statistical methodology in analysis of the data, and construct insightful reporting and visualizations to communicate those results to the wider team.

This a full-time (40hr/week) position onsite at our studio in Timonium, MD. No telecommuting or remote work options are available.
Due to the circumstances surrounding COVID19 positions may begin remote before transitioning to onsite.

Responsibilities
Provide reports and monitoring tools to assist team in daily game health assessment
Perform in-depth analysis of game metrics to inform and support both short and long-term product direction decisions
Communicate the results of analyses to the product team, game studio, and outside partners through data visualization and presentations
Qualifications
3-5 years experience with querying large complex data sets with SQL on relational databases
Several years experience performing quantitative analysis preferably with a games, web, or technology focus
High level of proficiency in data visualization tools such as Tableau, Excel, or equivalent
Passion for problem solving, from generating insightful questions to research, through presentation of results and follow-on steps
Track record of success working in fast-paced environments with shifting priorities and deadlines
Ability to work in both individual and team settings
Excellent organizational, communication, presentation, and interpersonal skills
Bachelor's degree in Mathematics, Statistics, Economics, Computer Science, or another quantitative field


This a full-time (40hr/week) position onsite at our studio in Timonium, MD. No telecommuting or remote work options are available.
Due to the circumstances surrounding COVID19 positions may begin remote before transitioning to onsite.


Applicants should download DomiNations on iOS or Android and be prepared to discuss the game.",4.9,"Big Huge Games
4.9","Timonium, MD","Lutherville Timonium, MD",51 to 200 employees,2013,Subsidiary or Business Segment,Video Games,Media,Unknown / Non-Applicable,-1
Data Scientist,$117K-$140K (Glassdoor est.),"The emerging next-generation pharmaceutical supply chain is characterized by the orchestration of collaborating, networked stakeholders working to the common goal of delivering pharmaceutical products to patients on-time and in-full. TraceLink is leading that transformation by leveraging the benefits of big data and cloud technologies realized through advanced algorithms, data science, and analytics. We are extending our core data science team that is responsible for delivering innovative data science solutions to our customers. The ideal candidate is an experienced data science innovator capable of methodically producing performant solutions subject to business constraints. Experience that extends back into data engineering and data collection and forward into product realization within a cloud environment is highly desirable.

Collaboratively identify data science opportunities that support business and product goals
Propose, develop, evaluate, and perfect specific data science solutions
Modify solutions to address application constraints
Integrate modified solutions into cloud-based product offerings
Communicate results and ideas to business leaders

Skills and Qualifications Wish List
Analytical, data-driven, inquisitive mindset with a bias toward precision
Superb written and oral technical communication skills
Learn quickly especially within computer technologies and mathematical concepts
Proficiency in mathematics, statistical analysis, and software development
Proficiency in data science environments, tools, and technologies
Broad knowledge of data science techniques
Ability to distinguish applicability of alternatives
Understanding of the relative performance of competing techniques
Develop, evaluate, perfect, and implement data science solutions
Clean, enhance, profile, and mine structured and unstructured data
Identify and integrate data repositories from internal and external sources
Optimize and test estimators
Perform experimental analysis and validate results
Communicate trustworthy and objective results
Implement analytical models into production by collaborating with software developers and machine learning engineers.
Valuable Additional Skills and Experience
Formal training in data science or related disciplines such as mathematics, engineering, or computer science
Experience with big data cloud technologies especially Amazon offerings
Experience with software engineering tools and processes (agile software development)
Proficiency with MSOffice and Google G Suite tools
Experience with Java, Scala, javascript, SQL, Python, R, XML, yaml, JSON, shell scripting
Proficiency with applied mathematics such as probability and statistics, stochastic systems, queueing theory, optimization, control theory, and adaptive systems.",3.8,"TraceLink, Inc.
3.8","North Reading, MA","North Reading, MA",501 to 1000 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist or Sr Data Scientist,$117K-$140K (Glassdoor est.),"Company Description

null
Job Description

Biogen is looking for a Data Scientist or Sr. Data Scientist to join our Data Science team in the Global Customer Data and Analytics Center of Excellence. As a member of the Data Science team, you will be tasked with weaving structured and unstructured data together from across Biogen to help answer some of our biggest questions.

You will be working directly with teams across our Commercial organization, including but not limited to Market Research, Patient Services, Promotional Effectiveness, Field Force, Digital Excellence, Asset Teams and many others at a Global, Affiliate and Local level. You will work with these teams on some of our most complex questions in the organization often acting in a consulting fashion. Projects can range from patient finding initiatives supporting global functions, all the way to mixed marketing models at an affiliate level. This position is a high visibility role that will touch many aspects of the company.

The background for this position is someone with a heavy analytics and data science background or a Computer Scientist / Engineer who has been focused on Analytics and Data Science initiatives. Prior experience in a commercial, along with experience in pharmaceutical industry is highly desired. Knowledge surrounding business areas such as market dynamics, customer retention, and forecasting (among others) in respect to data science is required.

Comfortable working with business stakeholders to develop testable hypotheses. Ability to influence decision-makers to adopt a quantitative approach when measuring impact, success and other outcomes. Ability to translate technical findings into actionable insights for business stakeholders is a key aspect of this role.

This position is in in Cambridge, MA.

Qualifications

· PhD or Masters in Data Science OR Bachelor’s Degree in Computer Science with 5 years’ experience in Engineering / Analysis / Data Science fields.

· Strong analytical skills for effective problem solving.

· Development of regression, classification, and clustering models based on customer level data

· Ability to connect and explain data science technical aspects with business customers

· Strong communication and the ability to clearly convey information both within the group and to external groups.

· Experience and understanding of Machine Learning and Deep Learning techniques.

· Advanced knowledge with one Data Science Language and familiarty with at least a second (Python, R, Scala, Java)

· Working knowledge of Relational Databases

· Working Knowledge of at least one NoSQL datastore (MongoDB, Cassandra, Neo4J,

· Understanding of WebServices as well as JSON and XML formats

· Experience working in a commercial organization

Desired Skills

· Additional Languages: Python, R, Java, Scala, HTML 5, R

· Experience with Spark (Scala, R or python implementations)

· Experience with Hadoop, Spark and concepts like Map Reduce.

· Experience in ad hoc reporting and analysis

· Knowledge of Bayesian statistics and their implementation

· Experience with Visualization tools like Tableau or Qlik

· Frameworks: R Shiny, Django

· Experience with multiple NoSQL datastores, Including MongoDB, Neo4J, RedShift and Cassandra

· Experience in the pharmaceutical industry

Additional Information

All your information will be kept confidential according to EEO guidelines.",3.6,"Biogen
3.6","Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Data Engineer,$117K-$140K (Glassdoor est.),"Overview

Required Skills
• Experience in building Big Data technologies and utilities is required
• Experience with MPP databases. Ability to troubleshoot issues and develop functions in an MPP environment is highly desired
• Very good knowledge of the software development life cycle, agile methodologies, and test-driven development
• Experience utilizing and extending ETL solutions in a complex, high-volume data environment is highly desired
• 2+ years of SQL experience and ETL development is required
• 2+ year of programming experience in either Spark, C, Java, Python, R and/or other functional programming skills
• Sound understanding of continuous integration & continuous deployment environments
• Experience in connecting and building application program interfaces (APIs) or messaging software and interoperability techniques and standards
• Strong analytical skills with a passion for testing
• Excellent problem solving and debugging skills
• Exposure in Data Management, Governance and Controls functions
• 4+ years of certified learning in Information Management, Computer Science, Engineering or Application/Platform Development

Preferred / Complementary Skills
• Technical and quantitative reasoning skills with regard to marketing data
• Experience in Informatica, Talend, Pentaho, Ab Initio
• Experience in Hadoop, Hive, Impala, Pig or Kafka
• Experience in Greenplum or Netezza

Required Skills • Experience in building Big Data technologies and utilities is required • Experience with MPP databases. Ability to troubleshoot issues and develop functions in an MPP environment is highly desired • Very good knowledge of the software development life cycle, agile methodologies, and test-driven development • Experience utilizing and extending ETL solutions in a complex, high-volume data environment is highly desired • 2+ years of SQL experience and ETL development is required • 2+ year of programming experience in either Spark, C, Java, Python, R and/or other functional programming skills • Sound understanding of continuous integration & continuous deployment environments • Experience in connecting and building application program interfaces (APIs) or messaging software and interoperability techniques and standards • Strong analytical skills with a passion for testing • Excellent problem solving and debugging skills • Exposure in Data Management, Governance and Controls functions • 4+ years of certified learning in Information Management, Computer Science, Engineering or Application/Platform Development Preferred / Complementary Skills • Technical and quantitative reasoning skills with regard to marketing data • Experience in Informatica, Talend, Pentaho, Ab Initio • Experience in Hadoop, Hive, Impala, Pig or Kafka • Experience in Greenplum or Netezza
This is Company overview ...

Which company? Recruiting Company or Client Company???",5.0,"Maestro Technologies
5.0","Wilmington, DE","Trenton, NJ",51 to 200 employees,2003,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
